seed1,seed2,model_number,nulleff,var,ests,lower,upper,se
1,0,2,1,i_p,0.0009833593750000012,0.00094804296875,0.0010199433593750002,1.8122072818467548e-5
1,0,2,1,i_m,0.000484765625000001,0.00044045507812500015,0.0005265761718750003,2.1551952193646458e-5
1,0,2,1,s_p,0.0005232812500000006,0.0004804667968750007,0.0005658750000000003,2.1779286736791435e-5
1,0,2,1,s_m,0.00014226562499999976,0.00011420898437499959,0.00016797656249999978,1.3807419227640943e-5
1,0,2,1,a_p,0.0004600781250000005,0.0004181152343750007,0.0005011816406250005,2.088551503733743e-5
1,0,2,1,a_m,0.0003425000000000006,0.0003069374999999997,0.0003812558593750003,1.8954073833024657e-5
1,0,2,1,s_i_p,0.5321363311352983,0.49358777659016523,0.5703503524292691,0.01964643676528717
1,0,2,1,s_i_m,0.29347300564061135,0.23837984655127553,0.3368771788291854,0.024853943485906527
1,0,2,1,a_i_p,0.4678636688647016,0.42964964757073043,0.506412223409836,0.019646436765287188
1,0,2,1,a_i_m,0.7065269943593874,0.6631228211708134,0.7616201534487222,0.024853943485906447
1,0,2,1,n_i_p,0.7008024151902751,0.673302478252311,0.731976919033364,0.01565764580596427
1,0,2,1,n_i_m,0.3592264302981452,0.32200051558578074,0.4184231040071203,0.025301296003441033
1,0,2,1,n_s_p,0.8457748581666176,0.8230950817380758,0.8770749153294636,0.0138322612011802
1,0,2,1,n_s_m,0.6414058209774842,0.5528461525762303,0.7134297208842542,0.04096103456163964
1,0,2,1,n_a_p,0.5359144167091179,0.4872475051805545,0.5876755620788963,0.026593349527125606
1,0,2,1,n_a_m,0.24201642335766346,0.20881801536386693,0.32116706931349875,0.02839295766809487
1,0,2,1,rmti_p,1.8073141533427506,1.6945430459435782,1.9050743485116663,0.05443395881013604
1,0,2,1,rmti_m,3.044463604535211,2.949960049555914,3.144035893909313,0.04890163966163797
1,0,2,1,pcrdur_p,1.612566565525856,1.5268879691055677,1.7038383506548702,0.04606740618798855
1,0,2,1,pcrdur_m,1.089386542039195,0.9815325571407066,1.195432764434523,0.053700840585904
1,0,2,1,pcrdetect_p,0.772964239906335,0.7462916390903448,0.7992938708527666,0.013261827031786494
1,0,2,1,pcrdetect_m,0.6939955010267507,0.6423838562479187,0.7199764750006937,0.020112101030345643
1,0,2,1,pe_infec,0.5070310637959796,0.4600857504285884,0.5534855072723056,0.023719598091352007
1,0,2,1,pe_sym,0.7281277993430884,0.6773342711223471,0.7851016734326501,0.028515929841379226
1,0,2,1,pe_asym,0.25556121582611613,0.14194850320741167,0.3519550493884844,0.05421033472415467
1,0,2,1,eff_sym_infec,0.5514996598982346,0.4476942152452678,0.6428605860776779,0.0509265671223779
1,0,2,1,eff_n_infec,0.5125930255257632,0.4533827513413316,0.6003719625668508,0.03782063991166553
1,0,2,1,eff_n_sym,0.758364728845046,0.6490809677894369,0.8420607448425649,0.049572826311360174
1,0,2,1,eff_n_asym,0.45159528426910084,0.3805643177788288,0.6121633691801425,0.0588717329507749
2,0,2,1,i_p,0.0009792968750000012,0.0009385898437500001,0.0010058613281250007,1.7888365426070685e-5
2,0,2,1,i_m,0.0005054687500000002,0.00046077929687499976,0.0005435976562500005,2.1666446024087746e-5
2,0,2,1,s_p,0.0005125781250000002,0.00047366601562499926,0.0005586738281249994,2.1331382427278955e-5
2,0,2,1,s_m,0.00014531249999999966,0.00011373828124999958,0.0001683593749999999,1.3786089694399658e-5
2,0,2,1,a_p,0.0004667187499999995,0.00041638867187499993,0.0004977441406249998,2.0891778104384046e-5
2,0,2,1,a_m,0.00036015625,0.0003257695312500001,0.0004002382812499999,1.99869775283732e-5
2,0,2,1,s_i_p,0.5234144395692059,0.49225698892009634,0.567990804655625,0.01965985544827345
2,0,2,1,s_i_m,0.2874806800618231,0.22990775234510533,0.3252975283777281,0.024703795594303128
2,0,2,1,a_i_p,0.47658556043079275,0.43200919534437526,0.5077430110799042,0.01965985544827348
2,0,2,1,a_i_m,0.7125193199381761,0.6747024716222692,0.7700922476548939,0.02470379559430303
2,0,2,1,n_i_p,0.6986836856800949,0.6695599746735004,0.7334260804326691,0.015977600003272245
2,0,2,1,n_i_m,0.4068006182380219,0.35793089524340715,0.455206072556292,0.025274874459657495
2,0,2,1,n_s_p,0.8414875781130917,0.8095401265824218,0.863913566360763,0.01387175941536686
2,0,2,1,n_s_m,0.6639784946236553,0.5753212065926588,0.7389151751818896,0.042176974198917805
2,0,2,1,n_a_p,0.5418480080348181,0.49666778973002473,0.6032990040284875,0.026540700339988694
2,0,2,1,n_a_m,0.30303687635574733,0.25160746088902636,0.36754996794606587,0.02967201230984796
2,0,2,1,rmti_p,1.804643400828771,1.70868207484263,1.9256730825518573,0.05475035795982605
2,0,2,1,rmti_m,2.9933548758586266,2.9076630515819977,3.087700780742652,0.048540846144566586
2,0,2,1,pcrdur_p,1.5096921875892664,1.4180799755643354,1.6011991778971946,0.046647817657234636
2,0,2,1,pcrdur_m,1.0836516455809944,0.9766388400812347,1.1704170439352848,0.05114552383326866
2,0,2,1,pcrdetect_p,0.7538428800140774,0.725334721032724,0.7777078652245154,0.013591650121399613
2,0,2,1,pcrdetect_m,0.6985688374125872,0.6558359202429515,0.7276362933073868,0.019080001093677794
2,0,2,1,pe_infec,0.4838452333466299,0.4351885026050895,0.5270672514586197,0.02392013691063946
2,0,2,1,pe_sym,0.7165066300868778,0.6698989023691396,0.7825306529024646,0.029382920840871993
2,0,2,1,pe_asym,0.2283227318379637,0.0862752853272934,0.3017260593578706,0.05692448349401691
2,0,2,1,eff_sym_infec,0.5492410188347744,0.42650451553213314,0.6297017004138972,0.051125295300006014
2,0,2,1,eff_n_infec,0.582238610369218,0.5039549003746023,0.6502926918672044,0.03792443963589374
2,0,2,1,eff_n_sym,0.7890532336942233,0.6855991342718393,0.8846917870577099,0.05163278243480223
2,0,2,1,eff_n_asym,0.5592654616463493,0.4484415189377709,0.686405226626647,0.05943223481991753
3,0,2,1,i_p,0.0009935937500000003,0.000953275390625,0.001021171875,1.739695495430349e-5
3,0,2,1,i_m,0.0005260156250000002,0.00047518750000000024,0.000566328125,2.2741656220561744e-5
3,0,2,1,s_p,0.0005461718750000002,0.0005014824218750006,0.000584861328125,2.1761745138687017e-5
3,0,2,1,s_m,0.00017374999999999994,0.00013976171874999964,0.00020304882812500002,1.5911557888707498e-5
3,0,2,1,a_p,0.00044742187499999974,0.0004031992187499998,0.00048548437500000024,2.0748451489204975e-5
3,0,2,1,a_m,0.0003522656249999998,0.00031397851562499975,0.00039165429687499937,1.9731813619893234e-5
3,0,2,1,s_i_p,0.5496933480106936,0.5116465112086188,0.5907917419665842,0.01960601062799796
3,0,2,1,s_i_m,0.3303133818505864,0.27630064571566404,0.37563708949822333,0.025981426814003918
3,0,2,1,a_i_p,0.45030665198930614,0.4092082580334153,0.4883534887913809,0.019606010627998008
3,0,2,1,a_i_m,0.6696866181494127,0.6243629105017767,0.7236993542843345,0.0259814268140038
3,0,2,1,n_i_p,0.6902028620852335,0.6558386439933813,0.7186373654537674,0.01611045372095474
3,0,2,1,n_i_m,0.3817020644586366,0.34401054745177717,0.43941874982849993,0.024680023476292966
3,0,2,1,n_s_p,0.8310685166642822,0.7940924547775104,0.8531177405003213,0.01488503216788887
3,0,2,1,n_s_m,0.5629496402877684,0.4868209071431014,0.6460469176938289,0.040739033079165696
3,0,2,1,n_a_p,0.5182469006460627,0.46623867390246704,0.5756917040891861,0.027738513652515884
3,0,2,1,n_a_m,0.2923042803282317,0.25132917070940824,0.36662831509383015,0.029622498464117658
3,0,2,1,rmti_p,1.7396797750160715,1.657177609282779,1.862727802180363,0.05403958079962613
3,0,2,1,rmti_m,2.943073075311685,2.8514786842659032,3.0536611457438205,0.05141281468775319
3,0,2,1,pcrdur_p,1.6123569625450864,1.5222451532834333,1.698217689606824,0.045156334550583266
